"","ORF","Long_description","haploids_SR7575_exp1","haploids_SR7575_exp2","avghaplo","rank1","rank2","Gene","SGTC_352","SGTC_513","SGTC_1789","CDC48_YDL126C_tsq209","CDC48_YDL126C_tsq208","RPN4_YDL020C","INO2_YDR123C","SRP101_YDR292C_damp","HAC1_YFL031W","OPI3_YJR073C","PGA3_YML125C_damp","UBC7_YMR022W","YNL181W_YNL181W_damp","4166_8_HOP_0148"
"4014","YNR042W","YNR042W  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene COQ2",0.325993889214484,0.0708305291334854,0.198412209173985,4248,2915,"YNR042W",1.87786278165495,0.894148631154901,0.642354818901886,0.055551,-0.029601,0.001455,-0.006938,-0.011346,-0.029344,0.023651,-0.022083,-0.011165,0.018969,1.10115033919994
"4015","YNR043W","YNR043W MVD1 DAMP Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols, including ergosterol; acts as a homodimer",-0.0378036422770569,0.129493766732361,0.045845062227652,1913,3393,"MVD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4016","YNR045W","YNR045W PET494 DEL Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane",0.304884502936279,-0.143132643759392,0.0808759295884435,4181,1035,"PET494",-1.81054493166349,0.608393143703297,0.495379921122782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997307612889796
"4017","YNR047W","YNR047W FPK1 DEL Ser/Thr protein kinase; regulates the putative phospholipid translocases Lem3p-Dnf1p/Dnf2p; phosphorylates and inhibits upstream inhibitory kinase, Ypk1p; localizes to the cytoplasm, early endosome/TGN compartments, and plasma membrane; FPK1 has a paralog, KIN82, that arose from the whole genome duplication",0.311711268389692,0.0994737151845553,0.205592491787124,4207,3161,"FPK1",NA,NA,NA,0.029296,-0.026851,-0.025736,0.044857,0.09849,-0.000667,0.057669,0.058317,0.025577,0.008468,NA
"4018","YNR048W","YNR048W  DEL Potential noncatalytic subunit for phospholipid translocase Dnf3p; YNR048W has a paralog, CDC50, that arose from the whole genome duplication",0.0262625227737345,0.260960996888032,0.143611759830883,2417,4123,"YNR048W",1.03833787327371,0.719933140694694,-0.231200552189374,-0.074504,-0.024055,0.026875,-0.008255,-0.013325,-0.011005,-0.002327,0.015135,-0.011066,-0.009655,-0.0861336730595361
"4019","YNR049C","YNR049C MSO1 DEL Probable component of the secretory vesicle docking complex; acts at a late step in secretion; shows genetic and physical interactions with Sec1p; required for prospore membrane formation during sporulation; relocalizes from bud neck to nucleus upon DNA replication stress",0.167697243154205,0.0229401664028649,0.0953187047785349,3549,2446,"MSO1",4.02515337942594,1.52881411407328,-1.14889369907017,0.010785,0.016569,0.018599,0.015981,0.028119,0.029132,0.048373,-0.001687,-0.033237,-0.024201,0.220270808769395
"4020","YNR050C","YNR050C LYS9 DEL Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112",0.177054502427427,-0.00892288071252864,0.0840658108574492,3608,2115,"LYS9",0.681128371596266,0.0393243622305913,0.725954980202743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4021","YNR053C","YNR053C NOG2 DAMP Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation",0.234188808335328,-0.0820048271554039,0.076091990589962,3916,1442,"NOG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4022","YNR054C","YNR054C ESF2 DAMP Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome",0.637224141943235,-0.0300413998562137,0.303591371043511,4733,1899,"ESF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4023","YNR055C","YNR055C HOL1 DEL Putative transporter in the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; mutations in membrane-spanning domains permit cation and histidinol uptake",0.16814092325069,-0.201958421965275,-0.0169087493572925,3553,749,"HOL1",1.03317918647268,0.0242685153683562,-1.31022344183303,-0.027428,-0.00205,-0.017958,-0.000656,0.026992,0.032299,0.046523,-0.00338,0.027493,-0.013168,0.04765811597454
"4024","YNR056C","YNR056C BIO5 DEL Putative transmembrane protein involved in the biotin biosynthesis; responsible for uptake of 7-keto 8-aminopelargonic acid; BIO5 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis",-0.0426095341778219,-0.249326790424899,-0.14596816230136,1873,598,"BIO5",-0.520609483834446,-1.6436236630478,0.323515071853566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248202441628529
"4025","YNR057C","YNR057C BIO4 DEL Dethiobiotin synthetase; catalyzes the third step in the biotin biosynthesis pathway; BIO4 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis; expression appears to be repressed at low iron levels",-0.142507415455629,0.176619614805991,0.017056099675181,1149,3720,"BIO4",0.0039918386789794,-1.12029121100595,-1.23132445128209,6.7e-05,0.040879,-0.004814,0.001825,-0.045428,0.021489,0.004697,-0.021301,-0.005959,-0.026085,-0.00655142157177644
"4026","YNR058W","YNR058W BIO3 DEL 7,8-diamino-pelargonic acid aminotransferase (DAPA); catalyzes the second step in the biotin biosynthesis pathway; BIO3 is in a cluster of 3 genes (BIO3, BIO4, and BIO5) that mediate biotin synthesis",0.444614813713933,-0.106726005422328,0.168944404145803,4508,1266,"BIO3",-0.170275783365636,0.376142649816982,-0.232983306266233,-0.0179,0.024285,-0.019622,-0.029081,-0.070145,0.002697,-0.050268,-0.015504,-0.019731,0.005649,0.281116448927213
"4027","YNR059W","YNR059W MNT4 DEL Putative alpha-1,3-mannosyltransferase; not required for protein O-glycosylation",0.00686882018320717,-0.234073370901896,-0.113602275359344,2276,633,"MNT4",-0.199455664223666,-2.81751372135901,-0.591003256730728,-0.008085,0.005818,-0.00626,0.028645,0.032601,-0.031935,0.059298,0.011414,-0.014344,0.028895,-0.0102146354753635
"4028","YNR060W","YNR060W FRE4 DEL Ferric reductase; reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels",0.16142481192329,0.0145319480147396,0.0879783799690148,3511,2347,"FRE4",0.918487479546854,0.917721843934705,-0.383248634517876,-0.028248,-0.036053,0.010946,-0.037901,-0.040194,-0.014583,0.023356,-0.005825,0.0206,0.005536,0.0256937828675451
"4029","YNR061C","YNR061C  DEL Protein of unknown function; relocalizes from vacuole to cytoplasm upon DNA replication stress",0.136373452859737,-0.0481360206348641,0.0441187161124365,3322,1739,"YNR061C",-0.0447218122909119,1.01690813557828,0.0715066381414514,-0.073075,0.029559,-0.004959,0.015466,0.012108,-0.033831,-0.012496,-0.034015,-0.011951,0.010625,-0.038785787542434
"4030","YNR062C","YNR062C  DEL Putative membrane protein of unknown function",-0.081473655002691,-0.00802576862315486,-0.0447497118129229,1540,2120,"YNR062C",-1.45729496555271,0.579466812063584,-0.331676798114329,0.005708,0.004371,0.003809,-0.000631,-0.009551,-0.004696,0.011669,-0.002617,-0.010208,0.008073,-0.486786843022978
"4031","YNR063W","YNR063W  DEL Putative zinc-cluster protein of unknown function",-0.123388807132509,-0.0974043997931273,-0.110396603462818,1258,1335,"YNR063W",0.650379571766997,-0.396080625704706,0.0606565292403767,-0.081943,0.016864,0.026988,-0.021557,-0.000494,0.013161,-0.013566,0.022806,-0.015195,-0.027981,0.0330562550553743
"4032","YNR064C","YNR064C  DEL Epoxide hydrolase; member of the alpha/beta hydrolase fold family; may have a role in detoxification of epoxides",-0.0472969015862359,-0.253140340260936,-0.150218620923586,1837,590,"YNR064C",-1.53873383813239,-0.261002189670076,-2.05835156620597,-0.08892,-0.021361,-0.068896,0.060627,-0.014743,-0.026147,0.04678,0.008554,-0.061676,-0.025998,0.00775356612357573
"4033","YNR065C","YNR065C  DEL Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene",0.243329459090516,0.0603420201381006,0.151835739614308,3959,2820,"YNR065C",0.344789827255304,-1.10663319965944,1.36940211944216,0.027066,0.0348,0.002005,0.014612,0.008431,0.016536,0.058497,0.012471,-0.033713,0.006327,-0.0463997081060605
"4034","YNR066C","YNR066C  DEL Putative membrane-localized protein of unknown function",0.0933128242717964,0.1296604921336,0.111486658202698,2990,3394,"YNR066C",0.81742781291063,0.0976903724858604,-0.534850860001633,0.01719,0.020559,-0.007984,0.00295,0.014335,0.002168,-0.013733,-0.012911,-0.028626,-0.0442,-0.0798912460457054
"4035","YNR067C","YNR067C DSE4 DEL Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother",0.265150618796463,-0.140232916458555,0.062458851168954,4049,1053,"DSE4",0.83974496022227,-0.121788161842586,0.238758494335994,-0.054307,0.024096,0.025461,0.009352,-0.02784,0.054155,0.037484,-0.007977,-0.021544,-0.022073,0.505335908642831
"4036","YNR068C","YNR068C  DEL Putative protein of unknown function; exhibits homology to C-terminal end of Bul1p; expressed as a readthrough product of BSC5, the readthrough locus being termed BUL3; the BUL3 readthrough product is involved in ubiquitin-mediated sorting of plasma membrane proteins and interacts with WW domains of Rsp5p in vitro, but in a functionally different way than the non-readthrough form",-1.48099189164156,-1.18066234649088,-1.33082711906622,80,79,"YNR068C",-0.286072723732117,-0.416511617621395,-0.133454884929992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4037","YNR069C","YNR069C BSC5 DEL Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro",-0.0423204615102012,-0.0233940237227136,-0.0328572426164574,1879,1964,"BSC5",0.125533002184324,-0.653010753755343,1.13985240496211,-0.017761,-0.010766,0.001187,0.02812,0.000415,0.028951,0.018993,-0.013224,-0.016102,-0.002833,0.146220294088963
"4038","YNR070W","YNR070W PDR18 DEL Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",-0.163226480049363,-0.395967122929702,-0.279596801489532,1030,357,"PDR18",0.0228631135389394,0.0318347950725198,-0.00892250668345694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661737496765398
"4039","YNR071C","YNR071C  DEL Putative aldose 1-epimerase",0.343368223196621,-0.035659600799763,0.153854311198429,4295,1852,"YNR071C",-0.5830781545255,-1.13440562683377,0.716992540439078,-0.010648,0.017785,-0.032649,-0.002492,0.00904,-0.013006,-0.029988,0.023128,-0.009419,-0.012075,0.0238394584975364
"4040","YNR072W","YNR072W HXT17 DEL Hexose transporter; up-regulated in media containing raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose; HXT17 has a paralog, HXT13, that arose from a segmental duplication",-1.08273891099766,0.19735433347177,-0.442692288762945,128,3841,"HXT17",-0.200479103375405,-2.33201019405343,0.0374211726665827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416910856311427
"4041","YNR073C","YNR073C  DEL Putative mannitol dehydrogenase; YNR073C has a paralog, DSF1, that arose from a segmental duplication",0.30677182386906,-0.0166038804578182,0.145083971705621,4185,2028,"YNR073C",-0.71473872785206,-0.432991889547586,-0.224585603588073,0.004642,-0.036157,0.019953,-0.020383,0.022334,0.003285,-0.020421,-0.012756,0.017037,-0.002269,1.23691301307213
"4042","YNR074C","YNR074C AIF1 DEL Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli, homolog of mammalian Apoptosis-Inducing Factor, putative reductase",0.0495663384057917,0.132543392582892,0.0910548654943418,2620,3416,"AIF1",0.137925154283703,-1.37146885637143,-2.01545697662768,0.02524,0.020538,-0.018462,0.031588,0.065919,-0.017896,0.046906,0.033469,-0.018055,-0.022811,NA
"4043","YNR075W","YNR075W COS10 DEL Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins",-0.623198922470998,-0.512361167328719,-0.567780044899858,253,265,"COS10",0.257517106186746,0.630453925246965,-0.114929990172447,-0.088891,0.001781,0.023694,0.018566,-0.002268,-0.026751,0.049427,0.000829,-0.02425,0.005283,0.450257386895914
"4044","YOL001W","YOL001W PHO80 DEL Cyclin; interacts with cyclin-dependent kinase Pho85p; regulates the response to nutrient levels and environmental conditions, including the response to phosphate limitation and stress-dependent calcium signaling",0.145018598109987,0.0968246977842716,0.120921647947129,3400,3142,"PHO80",-3.49669069046366,-1.9460757510771,-3.8088036660481,0.076403,-0.004135,-0.262379,-0.036645,-0.127873,-0.332496,-0.107764,-0.040907,-0.584721,0.006571,-1.53794343524149
"4045","YOL002C","YOL002C IZH2 DEL Plasma membrane receptor for plant antifungal protein, osmotin; involved in zinc ion homeostasis, apoptosis; negatively regulates ZRT1 and other functionally divergent genes through CCCTC promoter motif (IzRE); modulates FET3 activity in iron-independent manner; affects gene expression by influencing balance of competition between Msn2p/Msn4p and Nrg1p/Nrg2p for binding to the IzRE; transcription regulated by Zap1p, zinc, fatty acid levels; similar to mammalian adiponectins",-0.183324292934458,0.0292149569878576,-0.0770546679733002,930,2508,"IZH2",-10.0045429605681,0.488145650082316,-1.85260742903828,-0.099534,-0.072869,-0.030492,0.014483,0.034801,0.05276,-0.065223,0.023091,0.020945,0.021685,-0.0391930321675182
"4046","YOL003C","YOL003C PFA4 DEL Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases",0.0788639428666855,-0.101039483283217,-0.0110877702082658,2855,1304,"PFA4",-0.245432316272523,0.351886974860738,0.640219686959354,0.001123,-0.030464,0.013782,-0.064977,0.012531,0.063681,0.001858,0.026822,-0.052754,-0.082519,-0.814958167882442
"4047","YOL005C","YOL005C RPB11 DAMP RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit",-0.602511593334494,-0.106774884171377,-0.354643238752936,265,1265,"RPB11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4048","YOL007C","YOL007C CSI2 DEL Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene",-0.0816370422947742,-0.245550590406482,-0.163593816350628,1538,608,"CSI2",1.58161446134261,0.45693173423827,0.504118805483004,0.039123,0.001111,0.008503,0.00551,0.055222,-0.004359,0.032956,0.008442,0.025128,-0.01143,-0.365901765388418
"4049","YOL008W","YOL008W COQ10 DEL Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes",0.170135743656504,0.0881758920884141,0.129155817872459,3562,3069,"COQ10",0.617239657873693,0.418264000951512,-0.0580680725644661,0.050977,0.034212,0.011533,0.005322,0.032459,-0.007091,0.029951,0.010222,0.102077,-0.000275,1.51363560226039
"4050","YOL009C","YOL009C MDM12 DEL Mitochondrial outer membrane protein; required for transmission of mitochondria to daughter cells; component of the ERMES complex that links the ER to mitochondria; may influence import and assembly of outer membrane beta-barrel proteins",-0.0493384903390224,-0.199577015594785,-0.124457752966904,1813,753,"MDM12",0.326187381307526,0.609869867535765,-0.23778756978428,-0.037624,0.087933,0.08076,0.029827,-0.022884,-0.00027,0.009352,-0.106588,0.184172,0.058194,4.66121302004602
"4051","YOL010W","YOL010W RCL1 DAMP Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis; subunit of U3-containing 90S preribosome processome complex involved in small ribosomal subunit assembly; stimulates Bms1p GTPase and U3 binding activity; similar to RNA cyclase-like proteins but no cyclase activity detected",0.546704805220437,0.36377058398744,0.455237694603938,4651,4434,"RCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4052","YOL011W","YOL011W PLB3 DEL Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication",-0.168183914853157,0.0847116382589498,-0.0417361382971036,1004,3034,"PLB3",-0.161955436137915,1.47091484869639,-0.26530256739817,-0.073356,0.006264,0.005509,0.027631,0.032839,0.021231,0.03648,0.022369,0.014605,0.013873,0.154213375595898
"4053","YOL013C","YOL013C HRD1 DEL Ubiquitin-protein ligase; functions in ER retention of misfolded proteins; required for ER-associated degradation (ERAD) of misfolded proteins; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon",-2.03865900089355,-1.93663770256265,-1.9876483517281,34,24,"HRD1",-1.07456486074147,-7.09912955801142,-1.38316948202415,0.098862,-0.010083,0.047789,0.021769,0.015626,-0.842937,0.138404,-0.073479,0.01993,-0.105403,-6.35590955636555
"4054","YOL013W-A","YOL013W-A  DEL Putative protein of unknown function; identified by SAGE",0.252325023879669,0.356641411045659,0.304483217462664,3996,4417,"YOL013W-A",-0.177651374447519,-0.373165466887375,2.04616125754505,0.037095,0.012643,0.030672,0.035877,0.099934,-0.000315,0.069046,0.0589,0.045716,0.018409,-0.0581375270705006
"4055","YOL014W","YOL014W  DEL Putative protein of unknown function",0.105156020446436,-0.0469567263569534,0.0290996470447413,3073,1750,"YOL014W",0.0165648038663779,2.06349338536331,-0.837439201526848,-0.064766,0.009269,-0.008385,0.123741,0.025988,0.040907,0.079567,0.029729,0.003691,0.029181,-0.76408604206586
"4056","YOL016C","YOL016C CMK2 DEL Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK2 has a paralog, CMK1, that arose from the whole genome duplication",-0.0705821020019451,-0.252827764385329,-0.161704933193637,1639,591,"CMK2",0.299758383236784,-0.236695794711517,-0.984761226680266,-0.039665,-0.028053,-0.012121,-0.000192,-0.028276,0.056231,0.070663,0.019425,-0.185912,-0.023143,-1.17847042285003
"4057","YOL017W","YOL017W ESC8 DEL Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p, which is a component of the RNA pol II mediator complex; ESC8 has a paralog, IOC3, that arose from the whole genome duplication",0.0485144215619375,0.179062281854476,0.113788351708207,2609,3733,"ESC8",-1.26071056105956,-0.0241180981230726,0.00226872217223917,-0.020823,0.028293,0.002204,-0.020562,0.038338,0.025444,-0.003297,0.008612,0.069551,-0.014264,0.0634913833120754
"4058","YOL018C","YOL018C TLG2 DEL Syntaxin-like t-SNARE; forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds Vps45p, which prevents Tlg2p degradation and also facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16)",-0.774967688327372,-1.41242508580889,-1.09369638706813,195,59,"TLG2",-2.00883457424416,3.48854450891349,-1.25281489552721,0.092536,0.054671,-0.054521,-0.039234,-0.028285,0.057237,0.132349,-0.016784,0.007981,-0.01883,-9.31042895181311
"4059","YOL019W","YOL019W  DEL Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; YOL019W has a paralog, DCV1, that arose from the whole genome duplication",0.0983734301956328,-0.07042986135246,0.0139717844215864,3020,1540,"YOL019W",0.775632143913909,0.38006050360744,-0.329807784174358,-0.024369,0.079351,0.005989,-0.031717,0.040418,0.005724,-0.019887,-0.020455,0.018881,0.030461,-0.0524472124686846
"4060","YOL020W","YOL020W TAT2 DEL High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance",-0.0756471590647219,-0.130280657424203,-0.102963908244462,1587,1124,"TAT2",1.69026206475435,1.72451426944869,-1.27480753165044,0.08691,-0.004559,0.008754,-0.002098,0.013042,-0.006046,-0.026237,0.040825,0.003382,-0.020344,0.0603744454570817
"4061","YOL021C","YOL021C DIS3 DAMP Exosome core complex catalytic subunit; possesses both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase R and to human DIS3; mutations in Dis3p corresponding to human mutations implicated in multiple myeloma cause phenotypes suggesting impaired exosome function; protein abundance increases in response to DNA replication stress",-0.290142538592981,-0.0316942554859964,-0.160918397039489,605,1887,"DIS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4062","YOL022C","YOL022C TSR4 DAMP Cytoplasmic protein required for correct processing of 20S pre-rRNA; protein required for processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C background but not in CEN.PK2",0.0644768373389282,0.029355375488115,0.0469161064135216,2734,2510,"TSR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4063","YOL024W","YOL024W  DEL Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site; YOL024W has a paralog, IGD1, that arose from the whole genome duplication",0.0609493180051414,-0.0415972165482326,0.0096760507284544,2704,1797,"YOL024W",0.379806582018571,0.493871613495163,1.88709747728799,0.058127,-0.029022,0.025352,0.037315,0.031737,0.002935,0.095711,0.028433,0.02086,0.006656,-0.729470945815203
"4064","YOL025W","YOL025W LAG2 DEL Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1",0.190642930646408,0.424224104130702,0.307433517388555,3688,4570,"LAG2",1.02410133020416,0.539570743609987,0.267966157102106,-0.032985,-0.040743,0.021542,0.024237,0.047138,0.024608,0.016858,0.005711,0.039151,0.002418,0.0814318792512414
"4065","YOL027C","YOL027C MDM38 DEL Mitochondrial protein; forms a complex with Mba1p to facilitate recruitment of mRNA-specific translational activators to ribosomes; roles in protein export and K+/H+ exchange; human ortholog Letm1 implicated in Wolf-Hirschhorn syndrome",0.492918272517615,-0.0226029660099632,0.235157653253826,4577,1968,"MDM38",-0.307253744125946,0.699807248698535,0.463034465107392,-0.023744,0.016243,0.010131,-0.009286,0.076557,0.049788,0.013083,0.002697,-0.032744,-0.066591,2.1826817076617
"4066","YOL028C","YOL028C YAP7 DEL Putative basic leucine zipper (bZIP) transcription factor; YAP7 has a paralog, YAP5, that arose from the whole genome duplication",0.428692466153276,0.278474935495002,0.353583700824139,4474,4187,"YAP7",0.516652445252176,-0.721858216073174,-1.10728764991751,-0.008175,0.012724,0.001983,0.036428,-0.01414,0.025625,0.057177,-0.001443,-0.014262,0.031581,-0.0200917073137788
"4067","YOL029C","YOL029C  DEL Putative protein of unknown function; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens",0.0647049384811095,-0.139214855756121,-0.0372549586375057,2740,1063,"YOL029C",-0.621806782089146,-0.038942601803345,-0.0968840019208919,0.050095,0.007556,-0.014088,0.083455,0.03164,0.010057,-0.109999,0.027302,-0.043666,0.019421,-0.0265657742753553
"4068","YOL030W","YOL030W GAS5 DEL 1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall",0.72867427183862,0.663370435368263,0.696022353603442,4778,4788,"GAS5",0.46556199755628,1.00438415456692,-1.1408330858845,0.011289,-0.020427,0.003552,-0.015899,0.018948,0.033614,0.009963,0.008138,0.038359,0.002752,-0.380264544428761
"4069","YOL031C","YOL031C SIL1 DEL Nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; required for protein translocation into the endoplasmic reticulum (ER); homolog of Yarrowia lipolytica SLS1; GrpE-like protein",-0.0133122782370281,0.0781306093609595,0.0324091655619657,2116,2971,"SIL1",-0.163216193220552,-4.87219690803783,-2.58390321844816,-0.052324,-0.086585,0.002237,0.016289,0.046861,-0.257209,0.030597,0.019677,-0.103477,-0.009136,-1.15243887824996
"4070","YOL032W","YOL032W OPI10 DEL Protein with a possible role in phospholipid biosynthesis; null mutant displays an inositol-excreting phenotype that is suppressed by exogenous choline; protein abundance increases in response to DNA replication stress",0.216361908742807,0.2411133182322,0.228737613487503,3831,4048,"OPI10",0.394417579607421,0.699066328424342,-0.113961424551964,-0.019311,0.024411,0.005274,0.024122,0.012098,-0.015946,-0.060932,0.021696,-0.063814,0.005968,0.000201335269445134
"4071","YOL033W","YOL033W MSE1 DEL Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated",0.0359452213331486,0.514345502717065,0.275145362025107,2499,4674,"MSE1",2.25061291064521,2.10254002975605,0.0639249313471839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9322185149937
"4072","YOL034W","YOL034W SMC5 DAMP Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair",0.138263337216385,0.162693606042306,0.150478471629346,3341,3628,"SMC5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4073","YOL035C","YOL035C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",0.487991586549111,0.480662775692424,0.484327181120768,4573,4646,"YOL035C",1.06642609194694,1.1281348558921,-3.62587711696111,-0.08775,0.013635,0.068371,0.044201,0.013167,0.024977,0.100416,-0.045949,-0.025099,0.025517,0.267550973058087
"4074","YOL036W","YOL036W  DEL Protein of unknown function; potential Cdc28p substrate; YOL036W has a paralog, YIR016W, that arose from the whole genome duplication",0.374346675189986,-0.136489071658803,0.118928801765591,4358,1085,"YOL036W",-1.29812188945764,0.437926330231938,-2.09773791397895,0.052804,0.000745,-0.021647,0.041164,-0.054501,0.008376,0.091041,-0.034292,0.036024,-0.03772,0.801383564765627
"4075","YOL037C","YOL037C  DEL Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOL036W",0.15992815943693,0.0437425337630008,0.101835346599965,3505,2655,"YOL037C",0.819261463232414,1.44150699173004,-0.844398298072967,0.006102,0.001849,-0.016825,0.004454,-0.054582,-0.017084,-0.070192,-0.018498,0.035388,-0.031867,0.115660969146899
"4076","YOL038W","YOL038W PRE6 DAMP Alpha 4 subunit of the 20S proteasome; may replace alpha 3 subunit (Pre9p) under stress conditions to create a more active proteasomal isoform; GFP-fusion protein relocates from cytosol to the mitochondrial surface upon oxidative stress",-0.172052979181145,-0.11328532258941,-0.142669150885278,983,1221,"PRE6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4077","YOL039W","YOL039W RPP2A DEL Ribosomal protein P2 alpha; a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P2 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm",1.21507107952548,0.917918593211207,1.06649483636834,4882,4862,"RPP2A",0.213696750090134,2.09152918422023,0.138311858518782,0.117273,0.020352,-0.044022,0.030704,0.099324,0.0089,0.039733,0.133986,0.046138,-0.05199,3.02456900630709
